obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
95,1652233461,236.5,20220511 09:44:20,9:44:20,0,1652233461,0.001715391,1.715390699,8.137836225,400.003,258.3836107,26.0097278,40.26559239,0.099865965,3.017945418,0.098065764,0.06145014,140.1566048,27.49208532,26.7035,3.517303278,50.01541388,1.80300924,3.604907167,1.714294038,-75.64872983,68.10767394,4.866100688,137.4816496,8.156009155,1.713456061,8.137836225,410.6149053,407.3030788,2.19E-05,66.83704872,1.715390699,17.23726949,17.91102857,1.41E-07,86.59541668,0,0,1,0,53076.74869,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,714.385086,8.137836225,#DIV/0!,0.011391386,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,847.432,714.385086,0.842999894,0.165389795,2,0.5,0: Broadleaf,2,TRUE,1652233461,400.003,403.539,17.9113,17.2383,395.384,17.6973,500.079,100.563,0.100226,27.1221,26.7035,999.9,0,0,9985,0,3.50188,847.432,0.900006,0.0999943,0,1.7238,0,4300.67,8183.55,40.687,43.625,42.312,42.437,40.812,762.69,84.74,0,1652233461,0,1.787669231,-0.325271793,-275.3377775,4336.383462,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.548607317,0.390249199,0.053000356,1,1.74865,0.635728081,0.195300791,1,0.67568878,-0.0229703,0.002371497,1,3,3,3月3日,100,100,4.619,0.214,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.7,3.6,18,504.759,456.13,25,28.2188,30.0004,28.1949,28.0744,19.3,24.165,68.5618,25,403.518,17.2279,87.6505,101.327
96,1652233463,238.5,20220511 09:44:22,9:44:22,0,1652233463,0.001715587,1.715586546,8.150339165,400,258.4644734,26.01790104,40.265342,0.100074937,3.015043902,0.098265561,0.061575816,139.978447,27.49164517,26.688,3.514095469,50.0159937,1.803061882,3.604970628,1.711033587,-75.65736666,70.61043715,5.049387301,139.9809048,8.168602578,1.712343555,8.150339165,410.622612,407.3065152,1.84E-05,66.83704872,1.715586546,17.23741116,17.91108352,2.28E-07,86.59541668,0,0,1,0,52987.41758,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,713.469585,8.150339165,#DIV/0!,0.011423527,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,846.345,713.469585,0.843000886,0.16539171,2,0.5,0: Broadleaf,2,TRUE,1652233463,400,403.54,17.9118,17.2394,395.381,17.6978,500.2,100.563,0.100355,27.1224,26.688,999.9,0,0,9967.5,0,3.50188,846.345,0.899972,0.100028,0,1.6901,0,4295.11,8172.98,40.687,43.687,42.312,42.437,40.812,761.69,84.66,0,1652233463,0,1.779856,-0.221869234,-269.5307697,4326.78,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.540190488,0.325415958,0.050274517,1,1.767005882,0.335635592,0.186448357,1,0.67500461,-0.020821087,0.002182881,1,3,3,3月3日,100,100,4.619,0.214,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.7,3.7,18,504.723,456.102,25,28.2194,30.0003,28.1961,28.0752,19.3001,24.165,68.5618,25,403.583,17.2279,87.6508,101.327
97,1652233465,240.5,20220511 09:44:24,9:44:24,0,1652233465,0.001717822,1.717822045,8.172860589,400.002,258.3920393,26.01049299,40.26536285,0.100289111,3.020428559,0.098475235,0.061707259,139.7453048,27.48792997,26.6817,3.51279238,50.02264254,1.803174596,3.604716793,1.709617785,-75.75595218,71.5670129,5.108477212,140.6648427,8.222851179,1.713288937,8.172860589,410.6057634,407.2808909,-8.12E-05,66.83704872,1.717822045,17.23820675,17.91278791,-1.27E-07,86.59541668,0,0,1,0,53153.39591,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,712.286286,8.172860589,#DIV/0!,0.011474123,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,844.942,712.286286,0.843000213,0.165390411,2,0.5,0: Broadleaf,2,TRUE,1652233465,400.002,403.564,17.913,17.2402,395.383,17.699,500.178,100.563,0.0999038,27.1212,26.6817,999.9,0,0,10000,0,3.50188,844.942,0.899993,0.100007,0,1.8042,0,4287.4,8159.47,40.687,43.625,42.312,42.5,40.812,760.44,84.5,0,1652233465,0,1.787019231,0.040058118,-273.6153847,4319.936538,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.532947317,0.165671707,0.042843395,1,1.769820588,0.312540353,0.161241891,1,0.67441822,-0.018190265,0.00197146,1,3,3,3月3日,100,100,4.619,0.214,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.7,3.7,18,504.685,456.028,24.9999,28.2205,30.0002,28.197,28.0764,19.2989,24.165,68.5618,25,403.443,17.2279,87.6515,101.327
98,1652233467,242.5,20220511 09:44:26,9:44:26,0,1652233467,0.001714318,1.714317822,8.223790326,400.026,257.3691866,25.90749148,40.26771939,0.100105533,3.024559187,0.098300647,0.061597356,139.376766,27.48533783,26.6791,3.512254721,50.0229765,1.803091407,3.604526427,1.709163313,-75.60141597,71.94208739,5.128147213,140.8455846,8.181173451,1.706573194,8.223790326,410.6436389,407.2967636,2.88E-05,66.83704872,1.714317822,17.23928054,17.91261978,3.40E-07,86.59541668,0,0,1,0,53280.96138,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,710.4126,8.223790326,#DIV/0!,0.011576076,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,842.72,710.4126,0.842999573,0.165389176,2,0.5,0: Broadleaf,2,TRUE,1652233467,400.026,403.571,17.9122,17.2419,395.407,17.6981,500.076,100.563,0.0997554,27.1203,26.6791,999.9,0,0,10025,0,3.50188,842.72,0.90001,0.0999905,0,1.6381,0,4275.27,8138.05,40.687,43.625,42.312,42.5,40.812,758.46,84.26,0,1652233467,0,1.794630769,0.127241023,-271.2441023,4308.972692,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.528188049,-0.107449129,0.033458107,1,1.793794118,-0.065749534,0.13717967,1,0.673923122,-0.015275185,0.001747775,1,3,3,3月3日,100,100,4.619,0.2141,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.8,3.7,18,504.661,456.121,25,28.2214,30.0002,28.1979,28.0776,19.2985,24.165,68.5618,25,403.422,17.2279,87.6512,101.326
99,1652233469,244.5,20220511 09:44:28,9:44:28,0,1652233469,0.001711218,1.711217923,8.158505015,400.036,258.1647307,25.98767011,40.26887627,0.099908312,3.018359523,0.09810684,0.061475925,139.103145,27.48385269,26.6806,3.5125649,50.02783141,1.803118268,3.604230319,1.709446632,-75.4647104,71.32271752,5.094442501,140.0555946,8.066409589,1.704674081,8.158505015,410.6671356,407.3468061,0.000174155,66.83704872,1.711217923,17.23982828,17.9117956,3.96E-07,86.59541668,0,0,1,0,53090.06505,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,709.0137,8.158505015,#DIV/0!,0.011506837,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,841.06,709.0137,0.843000143,0.165390275,2,0.5,0: Broadleaf,2,TRUE,1652233469,400.036,403.534,17.9124,17.243,395.417,17.6984,500.191,100.563,0.100131,27.1189,26.6806,999.9,0,0,9987.5,0,3.50188,841.06,0.9,0.1,0,1.5529,0,4266.17,8121.99,40.625,43.625,42.312,42.5,40.812,756.95,84.11,0,1652233469,0,1.76226,0.112223079,-268.4276928,4299.406,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.527036585,-0.190035052,0.032883135,1,1.790597143,-0.076946863,0.148923335,1,0.673198122,-0.013991101,0.001585614,1,3,3,3月3日,100,100,4.619,0.214,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.8,3.8,18,504.717,456.147,25,28.2224,30.0002,28.1991,28.0788,19.2988,24.165,68.5618,25,403.491,17.2279,87.6513,101.326
100,1652233471,246.5,20220511 09:44:30,9:44:30,0,1652233471,0.001710269,1.710269021,8.055125748,400.031,259.5702325,26.12910432,40.26829899,0.099722097,3.019808109,0.097928114,0.061363566,138.8318062,27.4803743,26.6914,3.514798899,50.03612511,1.803205552,3.603807346,1.711593346,-75.42286383,69.27305722,4.945883251,137.6278829,8.038488873,1.705415748,8.055125748,410.617511,407.3399455,3.47E-05,66.83704872,1.710269021,17.24146187,17.91307033,-3.54E-07,86.59541668,0,0,1,0,53135.03833,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,707.629614,8.055125748,#DIV/0!,0.011383251,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,839.418,707.629614,0.843000286,0.165390552,2,0.5,0: Broadleaf,2,TRUE,1652233471,400.031,403.518,17.9133,17.2436,395.412,17.6992,500.184,100.563,0.0999461,27.1169,26.6914,999.9,0,0,9996.25,0,3.50188,839.418,0.899992,0.100008,0,1.6244,0,4257.27,8106.12,40.687,43.625,42.312,42.5,40.812,755.47,83.95,0,1652233471,0,1.771884,-0.446269225,-268.7269231,4288.7952,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.523132439,-0.089384739,0.036786389,1,1.783536364,-0.29825948,0.160841435,1,0.672513073,-0.014141436,0.001605471,1,3,3,3月3日,100,100,4.619,0.2141,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.8,3.8,18,504.753,456.067,24.9999,28.2236,30.0002,28.1997,28.0792,19.2986,24.165,68.5618,25,403.471,17.228,87.6517,101.326
101,1652233473,248.5,20220511 09:44:32,9:44:32,0,1652233473,0.001709447,1.709446967,8.085074859,400.013,258.8440436,26.05596727,40.2664303,0.099551163,3.024460168,0.097765963,0.061261453,138.5054006,27.476792,26.7016,3.516909925,50.04351758,1.803323806,3.60351129,1.713586119,-75.38661125,67.48833891,4.811259988,135.4183883,8.033296953,1.705945175,8.085074859,410.5890169,407.2992303,-0.000135131,66.83704872,1.709446967,17.24281196,17.91428791,-4.14E-08,86.59541668,0,0,1,0,53278.75684,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,705.969357,8.085074859,#DIV/0!,0.011452444,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,837.449,705.969357,0.842999821,0.165389654,2,0.5,0: Broadleaf,2,TRUE,1652233473,400.013,403.499,17.9145,17.2444,395.393,17.7004,500.04,100.563,0.0998042,27.1155,26.7016,999.9,0,0,10024.4,0,3.50188,837.449,0.90001,0.0999896,0,1.6084,0,4246.44,8087.15,40.687,43.687,42.312,42.5,40.812,753.71,83.74,0,1652233473,0,1.754176923,-0.310823928,-269.7193159,4282.183462,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.518319756,-0.042072125,0.038445607,1,1.776427273,-0.166847203,0.159151853,1,0.672015415,-0.013434774,0.001531703,1,3,3,3月3日,100,100,4.62,0.2141,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.9,3.8,18,504.732,456.022,24.9999,28.2239,30.0003,28.2009,28.08,19.2991,24.165,68.5618,25,403.422,17.228,87.6517,101.326
102,1652233475,250.5,20220511 09:44:34,9:44:34,0,1652233475,0.001713246,1.713246363,8.070838953,399.986,259.2533231,26.09722504,40.26380272,0.099717401,3.022082001,0.097924909,0.061361432,138.4135429,27.47497153,26.7071,3.518048683,50.04874414,1.803448647,3.603384416,1.714600036,-75.55416459,66.44142053,4.740468424,134.0412673,8.214736239,1.707612794,8.070838953,410.5810372,407.2974364,-6.81E-05,66.83704872,1.713246363,17.24349945,17.91630989,2.17E-07,86.59541668,0,0,1,0,53205.48621,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,705.502215,8.070838953,#DIV/0!,0.011439849,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,836.895,705.502215,0.842999677,0.165389377,2,0.5,0: Broadleaf,2,TRUE,1652233475,399.986,403.544,17.9157,17.2451,395.367,17.7015,500.155,100.563,0.10003,27.1149,26.7071,999.9,0,0,10010,0,3.50188,836.895,0.900007,0.0999925,0,1.9535,0,4243.57,8081.8,40.687,43.687,42.312,42.5,40.812,753.21,83.68,0,1652233475,0,1.757836,-0.109453847,-263.5646158,4272.634,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.519662439,0.050647108,0.037556039,1,1.755594286,-0.129565585,0.152783569,1,0.671706439,-0.0123997,0.001475919,1,3,3,3月3日,100,100,4.619,0.2142,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.9,3.9,18,504.835,456.016,25.0001,28.2248,30.0003,28.2021,28.0813,19.2981,24.165,68.5618,25,403.542,17.228,87.6518,101.326
103,1652233477,252.5,20220511 09:44:36,9:44:36,0,1652233477,0.001710377,1.710376791,8.139404291,399.992,257.9076553,25.96197218,40.26472641,0.099525426,3.023436576,0.097740547,0.06124554,138.007552,27.47352086,26.7088,3.518400728,50.04742239,1.803432767,3.603447852,1.71496796,-75.42761649,66.24300196,4.724241374,133.5471789,8.173970741,1.704944172,8.139404291,410.6140502,407.3023879,9.59E-06,66.83704872,1.710376791,17.24417138,17.9158,6.30E-07,86.59541668,0,0,1,0,53247.24091,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,703.428885,8.139404291,#DIV/0!,0.011571041,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,834.435,703.428885,0.843000216,0.165390416,2,0.5,0: Broadleaf,2,TRUE,1652233477,399.992,403.533,17.9154,17.2459,395.373,17.7013,500.194,100.564,0.0998293,27.1152,26.7088,999.9,0,0,10018.1,0,3.50188,834.435,0.899994,0.100006,0,1.6334,0,4230.06,8058.01,40.625,43.687,42.312,42.5,40.812,750.99,83.45,0,1652233477,0,1.7667,-0.173284611,-268.5561539,4261.7696,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.525976585,0.089617003,0.035601349,1,1.773606061,-0.134180676,0.145409428,1,0.671458317,-0.012132105,0.001457498,1,3,3,3月3日,100,100,4.619,0.2141,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,3.9,3.9,18,504.752,456.063,25,28.226,30.0003,28.2033,28.0829,19.3009,24.165,68.5618,25,403.588,17.228,87.6516,101.326
104,1652233479,254.5,20220511 09:44:38,9:44:38,0,1652233479,0.001703642,1.703642219,8.197471273,400,256.5828461,25.82892016,40.2660124,0.099217158,3.020974196,0.097441794,0.061057985,137.7252889,27.47477763,26.7017,3.516930627,50.04509736,1.80344423,3.603638169,1.713486397,-75.13062187,67.49198569,4.817088963,134.9037417,8.122599818,1.703007381,8.197471273,410.6186272,407.2827636,-3.24E-05,66.83704872,1.703642219,17.24523578,17.91438242,4.78E-07,86.59541668,0,0,1,0,53171.16024,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,701.995215,8.197471273,#DIV/0!,0.011677389,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,832.735,701.995215,0.842999532,0.165389096,2,0.5,0: Broadleaf,2,TRUE,1652233479,400,403.521,17.9153,17.2464,395.38,17.7011,500.074,100.565,0.100031,27.1161,26.7017,999.9,0,0,10003.1,0,3.50188,832.735,0.900014,0.0999858,0,1.6577,0,4220.95,8041.64,40.687,43.625,42.312,42.437,40.812,749.47,83.26,0,1652233479,0,1.74815,-0.576728199,-272.8782903,4254.969615,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.527372683,0.074805575,0.035390379,1,1.753484848,-0.227903875,0.155875257,1,0.671101049,-0.012675303,0.001496423,1,3,3,3月3日,100,100,4.62,0.2142,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,4,3.9,18,504.667,456.038,24.9998,28.2272,30.0002,28.2042,28.084,19.2982,24.165,68.5618,25,403.523,17.228,87.6514,101.326
105,1652233481,256.5,20220511 09:44:40,9:44:40,0,1652233481,0.001705326,1.705325943,8.139831503,400,257.8006402,25.95131171,40.2657056,0.099431501,3.017340522,0.097646427,0.061186729,137.4928334,27.4736212,26.6928,3.515088582,50.04608407,1.803500954,3.603680462,1.711587628,-75.20487407,68.89111015,4.92265553,136.1017251,8.235224949,1.701342565,8.139831503,410.6048268,407.2928909,1.33E-05,66.83704872,1.705325943,17.24574965,17.91541648,-3.15E-07,86.59541668,0,0,1,0,53059.1745,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,700.807728,8.139831503,#DIV/0!,0.011614928,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,831.326,700.807728,0.842999892,0.165389791,2,0.5,0: Broadleaf,2,TRUE,1652233481,400,403.565,17.916,17.2479,395.381,17.7018,500.183,100.564,0.100264,27.1163,26.6928,999.9,0,0,9981.25,0,3.50188,831.326,0.900006,0.0999937,0,1.6489,0,4213.33,8028.01,40.625,43.687,42.312,42.5,40.812,748.2,83.13,0,1652233481,0,1.727436,-0.359092303,-271.4823082,4245.4472,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.52777561,0.051481254,0.035961349,1,1.744873529,-0.250757882,0.145435315,1,0.67061378,-0.01221416,0.001457719,1,3,3,3月3日,100,100,4.619,0.2142,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,4,4,18,504.752,456.061,24.9998,28.2284,30.0001,28.2051,28.0847,19.2994,24.165,68.5618,25,403.503,17.228,87.6514,101.326
106,1652233483,258.5,20220511 09:44:42,9:44:42,0,1652233483,0.001709378,1.709378088,8.144366379,400.026,257.9832658,25.96963314,40.26822606,0.099612789,3.017961866,0.097821625,0.061296762,137.168082,27.470665,26.698,3.51616473,50.04875713,1.803597282,3.603680462,1.712567448,-75.3835737,68.05923384,4.862338462,134.7060806,8.052714796,1.700261092,8.144366379,410.6466104,407.3320788,0.00012852,66.83704872,1.709378088,17.24600062,17.91728242,-2.44E-07,86.59541668,0,0,1,0,53078.30225,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,699.1506,8.144366379,#DIV/0!,0.011648944,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,829.36,699.1506,0.843000145,0.165390279,2,0.5,0: Broadleaf,2,TRUE,1652233483,400.026,403.518,17.917,17.2493,395.406,17.7027,500.164,100.564,0.100022,27.1163,26.698,999.9,0,0,9985,0,3.50188,829.36,0.899996,0.100004,0,1.6137,0,4202.64,8009,40.625,43.625,42.312,42.5,40.812,746.42,82.94,0,1652233483,0,1.728664,0.082992303,-271.1969231,4234.8112,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.529974634,-0.004225505,0.036792939,1,1.742794118,-0.239420483,0.137311426,1,0.670175,-0.011939707,0.001433172,1,3,3,3月3日,100,100,4.62,0.2143,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,4,4,18,504.823,456.036,24.9999,28.229,30.0002,28.2063,28.0859,19.3,24.165,68.5618,25,403.541,17.228,87.6514,101.325
107,1652233485,260.5,20220511 09:44:44,9:44:44,0,1652233485,0.001707795,1.707794676,8.139196586,400.001,257.8706903,25.95804219,40.26530826,0.099482958,3.018048125,0.097696465,0.061218128,136.8883493,27.46925173,26.7014,3.516868522,50.05275656,1.80372024,3.603638169,1.713148282,-75.31374523,67.47542666,4.820569008,133.8705998,8.057322741,1.702404828,8.139196586,410.6213033,407.3089091,-2.44E-05,66.83704872,1.707794676,17.24751202,17.91832747,2.45E-07,86.59541668,0,0,1,0,53080.97204,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,697.730358,8.139196586,#DIV/0!,0.011665246,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,827.676,697.730358,0.842999384,0.165388811,2,0.5,0: Broadleaf,2,TRUE,1652233485,400.001,403.496,17.9184,17.2497,395.381,17.7041,500.045,100.563,0.100019,27.1161,26.7014,999.9,0,0,9985.62,0,3.50188,827.676,0.900017,0.0999834,0,1.5833,0,4193.78,7992.78,40.625,43.687,42.312,42.5,40.812,744.92,82.75,0,1652233485,0,1.732846154,0.131343579,-265.62188,4228.299231,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.526294878,0.061374146,0.038428466,1,1.75190303,0.040359585,0.151771156,1,0.66977439,-0.011495958,0.001392511,1,3,3,3月3日,100,100,4.62,0.2143,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,4.1,4,18,504.813,455.957,24.9999,28.2302,30.0002,28.2069,28.0865,19.3014,24.165,68.5618,25,403.593,17.228,87.6517,101.324
108,1652233487,262.5,20220511 09:44:46,9:44:46,0,1652233487,0.001706227,1.706227192,8.111212059,399.982,258.2611407,25.99709328,40.26300408,0.099445755,3.019791659,0.097661596,0.061196131,136.7593703,27.4689183,26.6973,3.516019848,50.05559298,1.803843624,3.603680462,1.712176223,-75.24461916,68.21446032,4.87045825,134.5996698,8.161912043,1.704490195,8.111212059,410.57517,407.2757758,-0.000124329,66.83704872,1.706227192,17.24902562,17.91900549,3.92E-07,86.59541668,0,0,1,0,53134.61618,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,697.065258,8.111212059,#DIV/0!,0.011636231,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,826.886,697.065258,0.843000435,0.16539084,2,0.5,0: Broadleaf,2,TRUE,1652233487,399.982,403.518,17.9198,17.2505,395.362,17.7055,500.208,100.562,0.10004,27.1163,26.6973,999.9,0,0,9996.25,0,3.50188,826.886,0.899984,0.100016,0,1.8459,0,4189.38,7985.08,40.625,43.687,42.312,42.5,40.812,744.18,82.7,0,1652233487,0,1.743956,0.342999995,-258.7184619,4218.8872,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.519810244,0.003984251,0.035683588,1,1.742520588,0.048316564,0.160822051,1,0.669362366,-0.007698711,0.00101237,1,3,3,3月3日,100,100,4.62,0.2143,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,4.1,4.1,18,504.73,455.967,24.9998,28.2311,30.0003,28.2081,28.0877,19.3014,24.165,68.1897,25,403.542,17.228,87.6519,101.324
